"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"22174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19967","32","archive","12",,,"disk0/00/01/99/67","2023-06-19 02:02:34","2023-06-23 02:36:07","2023-06-19 02:02:34","thesis",,,"show",,,,"","","","","","","","","","",,,,"Dhiaulhaq","Zulfikar","","","19.11.2964","","Sulistiyono","Mulia","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN PEMBUATAN IKLAN MENGGUNAKAN TEKNIK LIVE SHOT DAN COLOR GRADING PADA RESTORAN TENDA GURIH PURWOKERTO SEBAGAI MEDIA PROMOSI","pub","000.000.005","if","restricted",,,"Live shot, color grading, video",,"Promosi iklan memudahkan seseorang untuk mendapatkan informasi yang efektif
dari sebuah usaha, dan berperan pada terciptanya citra merek suatu produk dalam pikiran
konsumen, untuk membuat konten video promosi yang berkualitas, dapat menggunakan
dua teknik yakni menggunakan teknik live shoot dan pewarnaan (color grading).
Penelitian ini mengkaji peran teknik live shot dan pewarnaan (color grading) pada sebuah
video. Tujuannya adalah memperoleh iklan yang menarik dan mampu mempromosikan
Rumah Makan (RM) Tenda Gurih Purwokerto kepada konsumen. Teknik Live shoot
adalah pengambilan gambar bergerak secara langsung, sedangkan color grading adalah
pewarnaan yang dilakukan di pasca produksi sebuah iklan. Live Shoot juga bisa disebut
sebagai video shooting di dalam pembuatannya diperlukan editing sehingga video yang
dihasilkan sempurna. Color grading mempunyai peran penting dalam pembuatan sebuah
iklan karena color grading dapat membuat daya tarik dari video iklan yang akan
mempengaruhi mood dan impresi dari penonton terhadap video iklan beserta produk iklan
tersebut. Pengujian dilakukan secara bertahap dengan menggunakan uji alpha dan uji beta
yang menggunakan 3 responden Ahli dan 20 responden Umum. Hasil penelitian
menunjukkan bahwa teknik live shoot dan color grading memiliki peran penting dalam
meningkatkan kualitas dan estetika video.","2023-03-01","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"19967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23905","25","archive","12",,,"disk0/00/02/39/05","2024-02-21 02:30:00","2024-02-21 02:30:00","2024-02-21 02:30:00","thesis",,,"show",,,,"","","","","","","","","","",,,,"Dimas","Afia","","","18.11.1995","","Wulandari","Irma Rofni","","","Universitas AMIKOM Yogyakarta","PENGAMBILAN ROLE PADA GAME MOBILE LEGENDS BANG
BANG MENGGUNAKAN METODE K-MEANS","pub","000.000.006","if","restricted",,,"Mobile Legends, K-Means, Clustering, Status dasar, Role, Hero",,"Di Indonesia, Mobile Legends Bang Bang adalah game berbasis multiplayer
online battle arena (MOBA). Mobile legends bang bang dimainkan dengan dua
tim, masing-masing dengan lima pemain, yang bekerja sama untuk menghancurkan
pertahanan utama musuh. Kualitas tim dan pengalaman bermain setiap pemain
dipengaruhi oleh pemilihan peran yang tepat. Pemilihan peran yang salah dapat
menyebabkan kualitas tim dan pengalaman bermain yang buruk. Ketika
pengalaman bermain menjadi buruk, pemain dapat berkomentar negatif,
menyalahkan pemain lain di tim, dan melakukan ujaran kebencian (flaming) beserta
melakukan ujaran kebencian pada pemain lain (toxic behavior). Banyak pemain
yang melakukan hal ini. 
Pada penelitian ini bertujuan agar pemain memilih role yang cocok untuk 5
role yang tersedia agar terhindar dari flaming dan toxic behavior. Langkah-langkah
pada penelitian dimulai dengan mengumpulkan data setiap hero mobile legends
berdasar status dasar, dilanjutkan dengan menentukan centroid awal secara random,
lalu menghitung data menggunakan metode K-Means clustering. Memeriksa
apakah data ada yang berubah pada cluster sebelumnya, jika masih ada data yang
berubah, ulangi proses menghitung sampai cluster tidak ada yang berpindah. Jika
data tidak ada yang berpindah, maka proses clustering selesai. Hasil pengolahan
data mobile legends menggunakan k-means clustering akan di kelompokkan pada
clustering pada setiap hero. 
Hasil pada penelitian ini berupa akurasi yang menjadi parameter apakah
metode clustering menggunakan metode k-means pada status dasar mobile legends
efektif atau tidak. Pada penelitian ini dapat dimanfaatkan pada semua pemain
mobile legends sebagai tinjauan hero mana yang cocok untuk mengisi pada satu
role. Diharapkan pemain mobile legends dapat memilih role dengan baik dan tidak
melakukan flaming dan toxic behavior.","2023-12-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22406","24","archive","12",,,"disk0/00/02/24/06","2023-11-01 04:55:55","2023-11-01 04:55:55","2023-11-01 04:55:55","thesis",,,"show",,,,"","","","","","","","","","",,,,"Dirgantara","Falan","","","19.11.3170","","Nur'aini","Nur'aini","","","Universitas AMIKOM Yogyakarta","RANCANG BANGUN MARKETPLACE WALLET GAME BERBASIS WEB DENGAN METODE FOUNTAIN","pub","000.000.005","if","restricted",,,"Marketplace, Website, SDLC, Laravel",,"Perkembangan teknologi pada abad 21 berdampak pada perkembangan 
pada game, perusahaan game pada berbondong-bondong membuat game yang
menghasilkan visual yang lebih nyata. Dan ada pula beberapa perusahaan untuk
fokus pada In game purchase atau pembelian item pada game yang menggunakan
nyata. Hal tersebut membuat banyak orang menjual currency atau mata uang pada
suatu platform dengan harga yang lebih murah daripada harga pada resmi. Hal ini
membuat banyak orang membeli currency pada orang lain, dan banyak orang ketipu
dengan harga murah.
 
Maka dari itu peneliti membuat marketplace khusus untuk jual beli currency 
atau item pada game agar pembeli terhindar dari penipuan. Metode pengembangan
sistem menggunakan SDLC waterfall, dan testing menggunakan metode black box
testing.
 
Hasil dari penelitian ini berupa website jual beli yang dikhususnya untuk 
item digital sehingga tidak memerlukan alamat dan tidak menggunakan ongkos
kirim, serta penjual maupun pembeli bisa lebih tenang saat ada penipuan karena
uang akan ditahan oleh sistem sebelum pembeli menerima pesanan","2023-07-31","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"18427","29","archive","12",,,"disk0/00/01/84/27","2023-04-12 05:17:07","2023-07-27 01:43:45","2023-04-12 05:17:07","thesis",,,"show",,,,"","","","","","","","","","",,,,"Djatitama","Riefky Anandika","","","16.11.0404","","Pradnya D","Windha Mega","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI ALGORITMA A* PADA GAME “ FAST OR FRIED “ BERBASIS ANDROID","pub","000.000.000A","if","restricted",,,"Games, A*, Heuristik, GDLC, Android.",,"Games adalah permainan yang menggunakan media elektronik, 
merupakan sebuah hiburan berbentuk multimedia yang di buat semenarik mungkin agar pemain bisa mendapatkan sesuatu sehingga adanya kepuasaan batin. Bermain game merupakan salah satu sarana pembelajaran. Game lebih sering dimainkan oleh anak-anak, akan tetapi pada zaman sekarang orang dewasa juga suka bermain
game dan mengikuti perkembangan game-game yang ada sekarang. 
Algoritma A* adalah algoritma yang dikemukakan oleh Hart, Nilsson, 
dan Raphael pada tahun 1968. Algoritma A* merupakan algoritma best first search
dengan pemodifikasian fungsi heuristik. Heuristik adalah nilai yang memberi nilai
pada tiap simpul yang memandu A* mendapatkan solusi yang diinginkan. Dengan
heuristik, maka A* pasti akan mendapatkan solusi (jika memang ada solusinya).
Dengan kata lain, heuristik adalah fungsi optimasi yang menjadikan algoritma A*
lebih baik dari pada algoritma lainnya. 
 
Tujuan dari penelitian ini adalah untuk melakukan penerapan Algoritma 
A* ke dalam AI / Enemy didalam game “Fast or Fried” dan mengeksport game
berbasis android. Game Development Life Cycle (GDLC) merupakan sebuah
metode yang menangani pengembangan game dimulai dari titik awal hingga paling
akhir. Dimulai dari tahap pembuatan ide dan konsep mengenai game “Fast or
Fried”, sedangkan tahap akhir adalah saat game dirilis.","2023-01-18","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"18427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24791","24","archive","12",,,"disk0/00/02/47/91","2024-04-24 04:35:01","2024-04-24 04:35:01","2024-04-24 04:35:01","thesis",,,"show",,,,"","","","","","","","","","",,,,"Duja","Ataka Badru","","","17.11.1638","","Sudarmawan","Sudarmawan","","","Universitas AMIKOM Yogyakarta","PERBANDINGAAN TINGKAT PERFORMA SISTEM PREDIKSI HERO PADA GAME MOBILE LEGEND MENGGUNAKAN ALGORITMA KNN DAN K – MEANS","pub","000.000.003","if","restricted",,,"Game, Mobile Legend, KNN, K-Means, Hero",,"Teknologi hiburan dan permainan terus berkembang dengan pesat, terutama
melalui smartphone dengan spesifikasi tinggi dan harga terjangkau. Game mobile
semakin populer, baik dimainkan secara individu maupun berkelompok, dengan
transaksi dalam-game untuk memperkuat karakter. 
Para developer berlomba menciptakan game berkualitas tinggi dalam segi
cerita, grafis, dan tampilan. Salah satunya adalah Mobile Legends Bang Bang
(MLBB), populer di Indonesia dan bahkan menjadi cabang turnamen Asian Games.
Moonton, perusahaan di belakang MLBB, merilis hero Indonesia seperti Gatotkaca
dan Kadita. Dengan lebih dari 100 hero yang dapat dimainkan, game ini
menawarkan variasi dengan sistem pertempuran 5 lawan 5 dan set item yang
meningkatkan performa hero. 
Penelitian ini bertujuan untuk mengembangkan sistem prediksi hero dengan
algoritma KNN dan K-Means untuk meningkatkan performa tim dalam game.
Tujuannya adalah menciptakan aplikasi pendukung yang membantu pemain
memilih kombinasi role hero yang meningkatkan peluang kemenangan (win rate)
dalam MLBB.","2023-11-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"19980","18","archive","12",,,"disk0/00/01/99/80","2023-06-19 07:00:13","2023-06-23 02:58:05","2023-06-19 07:00:13","thesis",,,"show",,,,"","","","","","","","","","",,,,"Dwijaya","Ahmad Rais","","","19.11.2825","","Laksito","Arif Dwi","","","Universitas AMIKOM Yogyakarta","SENTIMENT ANALYSIS OF PEDULILINDUNGI APP REVIEWS
USING MACHINE LEARNING AND DEEP LEARNING","pub","000.000.003","if","restricted",,,"Analisis sentimen, Machine Learning, Deep Learning, LSTM",,,"2023-03-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23531","27","archive","12",,,"disk0/00/02/35/31","2024-01-10 02:16:11","2024-01-10 02:16:11","2024-01-10 02:16:11","thesis",,,"show",,,,"","","","","","","","","","",,,,"Edijana","Nida Prila","","","18.11.2181","","Pujastuti","Eli","","","Universitas AMIKOM Yogyakarta","APLIKASI PENGEMBANGAN MEDIA MODUL PEMBELAJARAN MATA PELAJARAN DASAR-DASAR PROGRAM KEAHLIAN DKV SMK NU TEMANGGUNG","pub","000.000.003","if","restricted",,,"SMK NU Temanggung, Sumber Belajar, DKV, Modul Pembelajaran",,"SMK NU Temanggung adalah sekolah menengah kejuruan yang berada di Temanggung, Jawa
Tengah. Di SMK NU Temanggung telah diberlakukan Kurikulum Merdeka, sehingga terjadi
beberapa perubahan dalam proses pembelajaran. Salah satu perubahan itu adalah digantinya
jurusan Multimedia menjadi Desain Komunikasi Visual (DKV). Akibat perubahan yang sangat
signifikan membuat sumber belajar untuk semua mata pelajaran ini sangat kurang. Salah satu
mata pelajaran yang sumber belajarnya tidak ada adalah mata pelajaran Dasar-dasar Program
Keahlian Desain Komunikasi Visual. Oleh karena itu, agar dapat membantu proses
pembelajaran maka diperlukan suatu program aplikasi. Aplikasi yang dimaksud adalah media
modul pembelajaran untuk mata pelajaran dasar-dasar program keahliah DKV. Aplikasi
berbasis android ini dapat digunakan tidak hanya oleh SMK NU Temanggung tetapi sekolah
lain yang memiliki jurusan DKV.
Hasil pengujian aplikasi ini di SMK NU Temanggung menunjukkan bahwa aplikasi tersebut
sangat membantu proses pembelajaran dan kegiatan belajar mengajar menjadi lebih efisien
karena sumber belajar yang mudah di akses.","2023-08-15","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23317","23","archive","12",,,"disk0/00/02/33/17","2024-01-05 07:44:29","2024-01-05 07:44:29","2024-01-05 07:44:29","thesis",,,"show",,,,"","","","","","","","","","",,,,"Edowijaya","Edowijaya","","","18.82.0346","","Nugraha","Bhanu Sri","","","Universitas AMIKOM Yogyakarta","PEMBUATAN 3D MODELING RUMAH LIMAS ADAT PALEMBANG MENGGUNAKAN SOFTWARE AUTODESK MAYA","pub","696","if","restricted",,,"Modelling, Rumah limas, 3D, Autodesk Maya",,"Rumah tradisional Palembang dibuat berdasarkan kriteria kehidupan masyarakat
Melayu, Rumah Limas merupakan warisan budaya yang ada di Sumatera Selatan,
yang memiliki kearifan lokal berupa nilai-nilai yang telah melekat pada masyarakat
dan telah menjadi ciri khas di daerah-daerah tertentu secara turun temurun yang
telah diakui oleh masyarakat setempat. seiring perkembangan zaman rumah limas
yang mulai hilang dikarenakan kebanyakan masyarakat sudah beralih ke bangunan
yang lebih modern.  penulis memperkenalkan rumah limas dengan memanfaatkan
teknologi 3D agar masyarakat dapat mengetahui bangunan tradisional palembang,
adanya software Autodesk Maya dapat dengan mudah membuat rumah limas dalam
bentuk 3D modelling agar mendapatkan hasil yang profesional dan berkualitas
bahkan untuk pemula, dalam penelitian ini menerapkan Teknik polygon.","2023-03-30","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21203","25","archive","12",,,"disk0/00/02/12/03","2023-09-06 07:52:03","2023-09-06 07:52:03","2023-09-06 07:52:03","thesis",,,"show",,,,"","","","","","","","","","",,,,"Efendi","Muhtar","","","18.11.2472","","Saputro","Uyock Anggoro","","","Universitas AMIKOM Yogyakarta","SISTEM PENERIMA PAKET KURIR BERBASIS IOT MENGGUNAKAN MODUL ESP32 DAN VOICE RECOGNITION","pub","000.000.003","if","restricted",,,"Jasa pengiriman, Pemantauan, Sistem pengenalan suara, Arduino IDE, Penelitian",,,"2023-07-27","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22360","25","archive","12",,,"disk0/00/02/23/60","2023-11-01 02:26:44","2023-11-01 02:26:44","2023-11-01 02:26:44","thesis",,,"show",,,,"","","","","","","","","","",,,,"Efendy","Sahrul","","","17.11.1085","","Rumini","Rumini","","","Universitas AMIKOM Yogyakarta","RANCANG BANGUN SISTEM INFORMASI UNTUK ORGANISASI FORUM PEMUDA DAN MAHASISWA TOILI RAYA (FOPMATOR) YOGYAKARTA","pub","000.000.003","if","restricted",,,"Website, Framework, System Information, Internet, Software",,"Saat ini informasi dapat diakses di internet seperti media sosial dan website. 
Website merupakan media informasi berbasis jaringan komputer yang dapat diakses 
dimana saja dan kapan saja. Dalam sebuah organisasi penyebaran informasi 
menjadi sesuatu hal yang sangat krusial. Banyaknya anggota pada grup organisasi 
dalam hal ini grup wa menyebabkan penyebaran informasi menjadi kurang efisien, 
karena seringkali informasi yang diberikan tertumpuk dengan chat antar anggota 
grup. Oleh karena itu dibutuhkan sebuah wadah yang dapat menyimpan dan 
menyebarkan informasi secara efisien. Dari masalah tersebut, peneliti bertujuan 
untuk mendesain dan mengimplementasikan sistem informasi berbasis web studi 
kasus Forum Pemuda dan Mahasiswa Toili Raya (FOPMATOR) Yogyakarta. Jenis 
penelitian yang digunakan pada penelitian ini adalah deskriptif kualitatif yaitu 
memahami kondisi yang terjadi. Metode pengumpulan data yaitu observasi, 
wawancara dan studi literatur. Metode perancangan aplikasi yang digunakan pada 
penelitian ini adalah metode Waterfall dan Unified Modeling Language (UML). 
Teknik pengujian yang digunakan peneliti yaitu pengujian Black Box.","2023-07-31","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"25228","12","archive","12",,,"disk0/00/02/52/28","2024-04-29 07:10:56","2024-04-29 07:10:56","2024-04-29 07:10:56","thesis",,,"show",,,,"","","","","","","","","","",,,,"Ekatama","Rizki Aziz","","","20.11.3563","","Rahardi","Majid","","","Universitas AMIKOM Yogyakarta","{JALUR SCIENTIST)  ANALISIS SENTIMEN KENDARAAN LISTRIK DI INDONESIA
MENGGUNAKAN SUPPORT VECTOR MACHINE DAN NAÏVE BAYES","pub","000.000.005","if","restricted",,,"Sentimen Analisis, Kendaraan Listrik, Support Vector Machine, Naive Bayes",,,"2023-12-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20196","24","archive","12",,,"disk0/00/02/01/96","2023-07-08 03:20:20","2023-07-08 03:20:20","2023-07-08 03:20:20","thesis",,,"show",,,,"","","","","","","","","","",,,,"Fadhil","Arizal Muhammad","","","18.11.2013","","Kurnia","Rakhma Shafrida","","","Universitas AMIKOM Yogyakarta","PENERAPAN AUGMENTED REALITY PADA APLIKASI EDUKATIF E-DINO BERBASIS ANDROID","pub","000.000.005","if","restricted",,,"Augmentasi Reality, Dinosaurus",,"Secara istilah dinosarus adalah binatang raksasa dari jaman prasejarah yang
termasuk kelompok reptilia bumi (pemakan daging ataupun pemakan tumbuhan)
yang kini telah musnah. Dinosaurus merupakan makhluk purbakala yang hidup
ratusan hingga jutaan tahun yang lalu. Walaupun sudah punah, dinosaurus menarik
untuk dipelajari karena dapat mengetahui sejarah mahkluk yang hidup pada jaman
dahulu itu. Dinosaurus memiliki banyak jenis, spesies, serta golongan dari yang
pemakan daging (karnivora), pemakan tumbuhan (herbivora), hingga pemakan
segala (omnivora). Saking banyaknya keunikan dinosaurus semakin menarik untuk
dipelajari, oleh karena itu alasan aplikasi ini dibuat.
Teknologi Augmented Reality atau AR merupakan teknologi yang menggabungan
pandangan lingkungan dunia nyata pada gambar digital secara real time. Biasanya
Augmented Reality dimanfaatkan dan digunakan untuk industri game, manufaktur
dan militer. selain itu, Dengan Augmented Reality ini dapat menjadi media
pendidikan maupun pengetahuan yang berguna bagi masyarakat umum. Aplikasi
multimedia interaktif sebagai sarana pendidikan serta pengetahuan tentang
dinosaurus dan bertujuan untuk dipelajari dan digunakan dengan mudah untuk
semua orang.","2023-03-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
